employee_id,name,email,designation,age,length_of_service,is_promoted,no_of_trainings,avg_training_score
5128,Bob Hill,bob_hill459@gmail.com,Operations,48,8,0,10,57.0
37952,Catherine Green,catherine_green146@gmail.com,Operations,41,7,0,10,58.0
39914,Mia Martinez,mia_martinez332@gmail.com,Technology,31,4,0,10,82.0
74332,Xander Walker,xander_walker263@gmail.com,Sales & Marketing,37,5,0,10,54.0
42886,Yvonne Moore,yvonne_moore679@gmail.com,Analytics,30,4,0,10,84.0
53988,Victor Brooks,victor_brooks328@gmail.com,Finance,26,2,0,10,60.0
49775,Frank Evans,frank_evans129@gmail.com,Sales & Marketing,44,11,0,10,42.0
66965,Alice Walker,alice_walker453@gmail.com,Operations,44,10,0,10,60.0
70197,Quincy Carter,quincy_carter262@gmail.com,R&D,30,2,1,10,96.0
66210,Quincy Lee,quincy_lee659@gmail.com,Operations,24,2,0,10,59.0
71008,Catherine Baker,catherine_baker459@gmail.com,Sales & Marketing,40,10,0,10,49.0
52132,Liam Davis,liam_davis405@gmail.com,Technology,32,5,0,10,80.0
72604,Wendy Baker,wendy_baker920@gmail.com,Sales & Marketing,40,7,0,10,53.0
66802,Mia Kelly,mia_kelly250@gmail.com,Technology,24,3,0,10,78.0
55730,Grace Wood,grace_wood631@gmail.com,Sales & Marketing,45,15,1,10,64.0
8284,Karen Davis,karen_davis221@gmail.com,Sales & Marketing,34,5,1,10,60.0
69715,Quincy Taylor,quincy_taylor366@gmail.com,Operations,58,18,0,10,60.0
36117,Harry Kelly,harry_kelly717@gmail.com,Technology,35,7,0,10,82.0
56139,Sam Smith,sam_smith156@gmail.com,Sales & Marketing,24,2,0,10,51.0
15924,Yvonne Lee,yvonne_lee188@gmail.com,Sales & Marketing,35,8,0,10,48.0
41776,Grace Martinez,grace_martinez669@gmail.com,Technology,31,2,0,10,81.0
25949,Jack Moore,jack_moore325@gmail.com,Operations,33,5,0,10,60.0
51509,Olivia Brooks,olivia_brooks758@gmail.com,HR,44,14,0,10,47.0
36936,Olivia Wood,olivia_wood510@gmail.com,Sales & Marketing,24,2,1,10,52.0
25572,Zach Wilson,zach_wilson407@gmail.com,Procurement,34,10,0,10,69.0
11337,Alice White,alice_white189@gmail.com,Sales & Marketing,37,2,0,10,54.0
34965,Bob Thompson,bob_thompson676@gmail.com,Operations,31,4,0,10,63.0
38318,Sam Thompson,sam_thompson930@gmail.com,Procurement,32,8,0,10,69.0
60969,Alice Smith,alice_smith655@gmail.com,Operations,33,7,0,10,57.0
72765,Harry Baker,harry_baker642@gmail.com,Operations,53,11,0,10,57.0
16951,Mia Perez,mia_perez589@gmail.com,Operations,37,4,0,10,57.0
54416,Grace Kelly,grace_kelly745@gmail.com,Sales & Marketing,30,5,0,10,49.0
4585,David Walker,david_walker391@gmail.com,Analytics,35,3,0,10,81.0
64140,Bob Perez,bob_perez456@gmail.com,Technology,32,4,0,10,80.0
35746,Catherine Johnson,catherine_johnson955@gmail.com,Operations,45,9,0,10,
6587,Noah Phillips,noah_phillips760@gmail.com,Procurement,29,1,0,10,69.0
1901,Isabella Moore,isabella_moore699@gmail.com,Sales & Marketing,31,4,0,10,53.0
56849,Yvonne Taylor,yvonne_taylor571@gmail.com,Technology,34,8,0,10,80.0
56233,Tina Brown,tina_brown99@gmail.com,Analytics,24,1,0,10,86.0
15844,Harry Smith,harry_smith760@gmail.com,Operations,31,7,0,10,59.0
1497,Jack Johnson,jack_johnson435@gmail.com,Sales & Marketing,37,6,0,10,47.0
11488,Tina Lee,tina_lee734@gmail.com,Sales & Marketing,42,12,0,10,48.0
59616,Karen Johnson,karen_johnson419@gmail.com,Procurement,40,6,0,10,72.0
9002,Noah Green,noah_green283@gmail.com,Operations,37,5,0,10,64.0
63753,Karen Phillips,karen_phillips946@gmail.com,Operations,50,8,0,10,57.0
9192,Alice Hill,alice_hill467@gmail.com,Operations,28,1,0,10,
30143,Karen Cooper,karen_cooper154@gmail.com,HR,57,13,0,10,53.0
23360,Harry Wilson,harry_wilson527@gmail.com,Sales & Marketing,42,10,0,10,46.0
53301,Sam Hill,sam_hill424@gmail.com,Operations,34,8,0,10,
29073,Frank Thompson,frank_thompson112@gmail.com,Operations,34,8,0,10,54.0
36460,Rachel Moore,rachel_moore529@gmail.com,Operations,29,1,0,10,62.0
3171,Paul Morgan,paul_morgan293@gmail.com,Operations,32,7,0,10,59.0
55062,Uma Evans,uma_evans34@gmail.com,Operations,27,2,0,10,
64798,Quincy Baker,quincy_baker581@gmail.com,Analytics,30,1,0,10,83.0
7908,Rachel Harris,rachel_harris269@gmail.com,Technology,46,17,0,10,83.0
70048,Olivia Evans,olivia_evans822@gmail.com,Sales & Marketing,37,10,1,10,49.0
63757,Wendy Thompson,wendy_thompson706@gmail.com,Sales & Marketing,48,13,0,10,52.0
19046,Bob Harris,bob_harris94@gmail.com,Technology,40,12,0,10,84.0
37427,Rachel Phillips,rachel_phillips759@gmail.com,Technology,32,6,0,10,73.0
58138,Frank Evans,frank_evans19@gmail.com,Sales & Marketing,33,7,0,10,48.0
68064,Liam Edwards,liam_edwards635@gmail.com,Procurement,35,6,0,10,66.0
6711,Noah Harris,noah_harris962@gmail.com,Sales & Marketing,23,2,0,10,51.0
51002,Sam Harris,sam_harris953@gmail.com,Analytics,32,4,0,10,86.0
5132,Wendy Taylor,wendy_taylor580@gmail.com,Operations,31,6,0,10,59.0
15801,Wendy White,wendy_white398@gmail.com,Operations,40,13,0,10,60.0
47265,Tina Cooper,tina_cooper319@gmail.com,Procurement,43,7,0,10,70.0
26798,Yvonne Brown,yvonne_brown724@gmail.com,Operations,38,6,0,10,60.0
72203,Tina Johnson,tina_johnson252@gmail.com,Sales & Marketing,36,8,0,10,49.0
46862,Bob Moore,bob_moore423@gmail.com,Procurement,49,20,0,10,65.0
75629,David Carter,david_carter248@gmail.com,Sales & Marketing,32,4,0,10,50.0
10452,Sam Lee,sam_lee111@gmail.com,Analytics,26,2,0,10,91.0
37017,Xander Morgan,xander_morgan695@gmail.com,Analytics,55,18,0,10,87.0
76427,Rachel Brown,rachel_brown816@gmail.com,HR,35,5,0,10,50.0
46925,Yvonne Harris,yvonne_harris181@gmail.com,Operations,36,6,0,10,59.0
43828,Sam Green,sam_green100@gmail.com,Sales & Marketing,29,4,0,10,
58383,Noah Johnson,noah_johnson693@gmail.com,Procurement,46,19,0,10,72.0
20660,Rachel Edwards,rachel_edwards482@gmail.com,R&D,30,4,0,10,84.0
46166,David Brooks,david_brooks730@gmail.com,Sales & Marketing,51,19,0,10,40.0
11123,Alice White,alice_white26@gmail.com,Sales & Marketing,37,7,0,10,54.0
67946,Xander Wood,xander_wood715@gmail.com,Analytics,27,2,0,10,88.0
41763,Liam Morgan,liam_morgan395@gmail.com,Sales & Marketing,43,4,0,10,49.0
40628,Alice Moore,alice_moore217@gmail.com,HR,31,7,0,10,51.0
61482,Zach Lee,zach_lee846@gmail.com,Operations,38,9,0,10,65.0
63083,Sam Brown,sam_brown542@gmail.com,Sales & Marketing,43,10,0,10,
33789,Zach White,zach_white369@gmail.com,Technology,29,4,0,10,81.0
3540,Harry Brown,harry_brown906@gmail.com,Technology,30,2,0,10,79.0
51292,Tina Harris,tina_harris566@gmail.com,HR,49,22,0,10,50.0
137,Karen Lee,karen_lee960@gmail.com,Analytics,49,5,0,10,90.0
73204,Jack Lee,jack_lee560@gmail.com,Sales & Marketing,36,5,0,10,48.0
73753,Bob Walker,bob_walker905@gmail.com,Procurement,33,3,0,10,71.0
49737,Tina Smith,tina_smith598@gmail.com,Sales & Marketing,52,25,0,10,49.0
22462,Olivia Kelly,olivia_kelly834@gmail.com,Sales & Marketing,29,1,0,10,53.0
36905,Olivia Evans,olivia_evans439@gmail.com,Operations,37,11,0,10,56.0
16004,Wendy Martinez,wendy_martinez117@gmail.com,Finance,25,3,0,10,
10002,Mia Martinez,mia_martinez7@gmail.com,HR,24,1,0,10,52.0
43176,Karen Brooks,karen_brooks760@gmail.com,Technology,37,13,0,10,79.0
12538,Karen Harris,karen_harris519@gmail.com,Operations,35,10,1,10,59.0
56140,Catherine Walker,catherine_walker764@gmail.com,Technology,33,4,1,10,76.0
71196,David Thompson,david_thompson163@gmail.com,Procurement,33,9,0,10,71.0
57893,Isabella Cooper,isabella_cooper940@gmail.com,Technology,59,28,0,10,78.0
5640,Karen Brown,karen_brown216@gmail.com,Analytics,29,1,0,10,88.0
41208,Sam Davis,sam_davis156@gmail.com,Operations,38,8,0,10,59.0
55857,Isabella Davis,isabella_davis96@gmail.com,Operations,48,13,0,10,57.0
27907,Xander Carter,xander_carter41@gmail.com,Legal,31,1,0,10,62.0
5933,David Edwards,david_edwards954@gmail.com,Technology,32,5,0,10,77.0
44678,Rachel Phillips,rachel_phillips948@gmail.com,Procurement,24,2,0,10,63.0
48266,Wendy Lee,wendy_lee793@gmail.com,Technology,37,5,0,10,77.0
46639,Alice Kelly,alice_kelly89@gmail.com,Sales & Marketing,32,8,1,10,46.0
21523,Grace Harris,grace_harris304@gmail.com,Sales & Marketing,31,2,0,10,48.0
32437,Mia Green,mia_green570@gmail.com,Operations,45,5,0,10,
65689,Xander Brooks,xander_brooks220@gmail.com,Sales & Marketing,57,6,0,10,
73819,Rachel Baker,rachel_baker934@gmail.com,Operations,39,8,0,10,59.0
74019,Noah Johnson,noah_johnson111@gmail.com,Procurement,42,4,0,10,70.0
76698,Jack White,jack_white391@gmail.com,Operations,45,4,1,10,65.0
70387,Harry Brooks,harry_brooks128@gmail.com,Operations,41,3,0,10,
56162,Frank Green,frank_green147@gmail.com,Technology,41,11,0,10,74.0
26260,Frank Wood,frank_wood253@gmail.com,Sales & Marketing,34,7,0,10,50.0
53188,Yvonne Taylor,yvonne_taylor6@gmail.com,Sales & Marketing,47,18,0,10,52.0
34074,Catherine Smith,catherine_smith109@gmail.com,Sales & Marketing,33,7,0,10,51.0
38934,Yvonne Edwards,yvonne_edwards211@gmail.com,Operations,48,15,1,10,69.0
39799,Bob Smith,bob_smith470@gmail.com,Operations,34,3,0,10,60.0
40775,Bob Martinez,bob_martinez280@gmail.com,Sales & Marketing,35,4,0,10,47.0
41928,Rachel Baker,rachel_baker741@gmail.com,Analytics,35,4,0,10,84.0
31364,Sam Moore,sam_moore593@gmail.com,Technology,26,2,0,10,79.0
25351,Yvonne Kelly,yvonne_kelly248@gmail.com,Sales & Marketing,45,17,0,10,49.0
72690,Isabella Cooper,isabella_cooper85@gmail.com,Sales & Marketing,31,1,0,10,54.0
11666,Victor Wilson,victor_wilson872@gmail.com,Sales & Marketing,30,7,0,10,49.0
10167,Noah Hill,noah_hill188@gmail.com,Sales & Marketing,46,5,0,10,50.0
43399,Mia Edwards,mia_edwards920@gmail.com,Operations,60,4,0,10,56.0
72916,Sam Johnson,sam_johnson552@gmail.com,Operations,44,11,0,10,55.0
19440,Sam Brooks,sam_brooks10@gmail.com,Technology,35,3,0,10,86.0
55444,Victor Phillips,victor_phillips29@gmail.com,Sales & Marketing,33,6,0,10,52.0
10360,Noah Walker,noah_walker830@gmail.com,Operations,38,8,0,10,55.0
66637,Catherine Cooper,catherine_cooper887@gmail.com,Technology,39,5,0,10,80.0
63026,Bob Wilson,bob_wilson316@gmail.com,Sales & Marketing,30,2,0,10,50.0
53981,Quincy Brooks,quincy_brooks992@gmail.com,Operations,31,1,0,10,65.0
66248,Frank Lee,frank_lee431@gmail.com,Sales & Marketing,57,3,0,10,50.0
73279,Grace White,grace_white647@gmail.com,Sales & Marketing,34,7,0,10,50.0
57365,Tina Moore,tina_moore145@gmail.com,Operations,38,4,0,10,66.0
36691,Mia Baker,mia_baker257@gmail.com,Sales & Marketing,24,1,0,10,55.0
31987,Mia Martinez,mia_martinez849@gmail.com,Procurement,45,16,1,10,87.0
73265,Yvonne Edwards,yvonne_edwards481@gmail.com,Sales & Marketing,40,11,0,10,53.0
62530,Xander Lee,xander_lee233@gmail.com,Procurement,32,3,0,10,70.0
52716,Quincy Cooper,quincy_cooper79@gmail.com,Sales & Marketing,29,2,0,10,48.0
12930,Xander Cooper,xander_cooper139@gmail.com,Finance,39,11,0,10,59.0
70371,Paul Moore,paul_moore428@gmail.com,Analytics,32,7,0,10,80.0
32774,Bob Cooper,bob_cooper107@gmail.com,Operations,57,7,0,10,58.0
78119,Jack Johnson,jack_johnson213@gmail.com,Procurement,36,4,0,10,72.0
50338,Mia Evans,mia_evans29@gmail.com,Sales & Marketing,34,5,0,10,46.0
64630,Liam Brown,liam_brown479@gmail.com,HR,33,7,0,10,50.0
1830,Rachel Wilson,rachel_wilson959@gmail.com,Technology,39,4,0,10,81.0
60743,Isabella Green,isabella_green895@gmail.com,Finance,32,8,0,10,59.0
77734,Eva Brooks,eva_brooks847@gmail.com,Technology,31,6,0,10,77.0
51440,Xander Wilson,xander_wilson816@gmail.com,Sales & Marketing,31,7,0,10,52.0
58579,Liam Kelly,liam_kelly470@gmail.com,Procurement,25,3,0,10,68.0
38123,Isabella Perez,isabella_perez572@gmail.com,Sales & Marketing,43,4,0,10,50.0
57033,Quincy White,quincy_white824@gmail.com,Operations,25,1,0,10,65.0
42513,Isabella White,isabella_white432@gmail.com,Procurement,50,16,0,10,68.0
29146,Olivia Wood,olivia_wood291@gmail.com,Operations,32,4,1,10,64.0
72935,Karen Edwards,karen_edwards957@gmail.com,Finance,28,2,0,10,59.0
16889,Zach Phillips,zach_phillips887@gmail.com,Sales & Marketing,32,5,0,10,51.0
6181,Uma Walker,uma_walker499@gmail.com,Sales & Marketing,34,5,0,10,49.0
9025,Isabella Brown,isabella_brown367@gmail.com,Operations,30,4,0,10,55.0
65024,Rachel Green,rachel_green208@gmail.com,Operations,33,6,1,10,74.0
61874,Victor Green,victor_green703@gmail.com,Procurement,46,19,0,10,70.0
30900,Rachel Baker,rachel_baker421@gmail.com,Sales & Marketing,35,10,1,10,50.0
44381,Yvonne Taylor,yvonne_taylor902@gmail.com,Operations,33,8,1,10,59.0
805,Victor Evans,victor_evans188@gmail.com,Operations,30,4,0,10,59.0
10468,Uma Martinez,uma_martinez275@gmail.com,Procurement,33,4,0,10,71.0
54127,Tina Phillips,tina_phillips716@gmail.com,Sales & Marketing,28,5,0,10,52.0
63027,Olivia Martinez,olivia_martinez33@gmail.com,Technology,38,8,0,10,84.0
26944,Quincy Morgan,quincy_morgan775@gmail.com,Sales & Marketing,34,7,1,10,49.0
6788,Zach Phillips,zach_phillips482@gmail.com,Sales & Marketing,40,1,0,10,51.0
51318,Frank Carter,frank_carter248@gmail.com,Procurement,30,5,0,10,73.0
30551,Olivia Taylor,olivia_taylor741@gmail.com,Operations,29,7,0,10,60.0
74141,Karen Smith,karen_smith376@gmail.com,R&D,30,3,0,10,83.0
16399,Victor Taylor,victor_taylor522@gmail.com,Sales & Marketing,38,10,0,10,50.0
10389,Liam Cooper,liam_cooper638@gmail.com,Operations,40,11,0,10,60.0
15369,Alice Perez,alice_perez627@gmail.com,Analytics,29,5,0,10,86.0
41337,Alice Brooks,alice_brooks239@gmail.com,HR,53,25,0,10,47.0
633,Olivia Cooper,olivia_cooper434@gmail.com,Sales & Marketing,26,2,0,10,49.0
30155,Xander Perez,xander_perez737@gmail.com,Analytics,28,1,0,10,82.0
59337,Wendy Evans,wendy_evans899@gmail.com,Analytics,26,1,0,10,84.0
3968,David White,david_white192@gmail.com,Procurement,28,4,0,10,65.0
1709,Xander Morgan,xander_morgan987@gmail.com,HR,30,3,0,10,51.0
1588,Zach Davis,zach_davis692@gmail.com,Operations,59,4,0,10,56.0
573,Zach Wood,zach_wood196@gmail.com,R&D,29,1,0,10,86.0
24750,Liam Baker,liam_baker599@gmail.com,Technology,31,4,0,10,83.0
9098,Tina Morgan,tina_morgan2@gmail.com,Procurement,26,2,0,10,69.0
41768,Tina Walker,tina_walker228@gmail.com,Operations,37,10,0,10,62.0
43660,Noah Hill,noah_hill300@gmail.com,Operations,25,1,0,10,62.0
8027,Bob Hill,bob_hill401@gmail.com,Technology,27,3,0,10,78.0
15774,Liam Taylor,liam_taylor336@gmail.com,Operations,39,10,0,10,60.0
4857,Alice Morgan,alice_morgan62@gmail.com,Analytics,36,3,1,10,91.0
58988,Paul Cooper,paul_cooper686@gmail.com,Procurement,35,6,1,10,91.0
54550,Catherine Cooper,catherine_cooper831@gmail.com,Technology,28,1,0,10,81.0
31552,Paul Morgan,paul_morgan443@gmail.com,Sales & Marketing,30,1,0,10,50.0
76968,Jack Kelly,jack_kelly573@gmail.com,Procurement,37,9,0,10,75.0
73203,Rachel White,rachel_white494@gmail.com,Technology,35,9,0,10,80.0
60095,David Edwards,david_edwards901@gmail.com,Sales & Marketing,30,5,0,10,54.0
6731,Sam Green,sam_green815@gmail.com,R&D,30,1,1,10,96.0
39725,Quincy Smith,quincy_smith270@gmail.com,Technology,45,3,0,10,83.0
70021,Tina Harris,tina_harris206@gmail.com,Procurement,36,7,0,10,71.0
22958,Victor Thompson,victor_thompson594@gmail.com,Sales & Marketing,37,4,0,10,50.0
21955,Liam Carter,liam_carter866@gmail.com,Procurement,39,4,0,10,73.0
72984,Zach Taylor,zach_taylor203@gmail.com,Operations,37,6,0,10,59.0
63667,Zach Brooks,zach_brooks651@gmail.com,Procurement,28,1,1,10,82.0
4147,Mia Wood,mia_wood894@gmail.com,Procurement,40,12,0,10,70.0
28714,Xander Wilson,xander_wilson570@gmail.com,Sales & Marketing,30,3,0,10,52.0
51959,Frank Johnson,frank_johnson732@gmail.com,Operations,36,7,0,10,56.0
68716,Rachel Thompson,rachel_thompson688@gmail.com,Sales & Marketing,27,4,0,10,57.0
30802,Olivia Hill,olivia_hill190@gmail.com,Operations,29,4,0,10,57.0
34542,Tina Cooper,tina_cooper261@gmail.com,Technology,31,5,0,10,82.0
32970,Alice White,alice_white409@gmail.com,Procurement,36,7,0,10,67.0
10936,Zach Harris,zach_harris242@gmail.com,Operations,30,4,0,10,57.0
20326,Uma Morgan,uma_morgan742@gmail.com,Analytics,32,6,0,10,86.0
38445,Uma Wilson,uma_wilson889@gmail.com,Sales & Marketing,29,2,0,10,50.0
18621,Uma Edwards,uma_edwards703@gmail.com,Sales & Marketing,29,1,0,10,
10345,Karen Kelly,karen_kelly732@gmail.com,Sales & Marketing,38,8,0,10,47.0
25834,Jack Davis,jack_davis717@gmail.com,Procurement,51,15,0,10,71.0
333,Rachel Hill,rachel_hill768@gmail.com,Finance,32,8,0,10,58.0
28850,Eva Taylor,eva_taylor242@gmail.com,Technology,36,5,0,10,83.0
61888,Alice White,alice_white45@gmail.com,Operations,30,5,0,10,57.0
30928,Mia Cooper,mia_cooper494@gmail.com,Finance,26,5,0,10,56.0
21230,David Brooks,david_brooks756@gmail.com,R&D,32,3,1,10,83.0
22445,Wendy Smith,wendy_smith244@gmail.com,Sales & Marketing,26,3,0,10,50.0
57206,Liam Evans,liam_evans85@gmail.com,Analytics,30,2,0,10,83.0
57587,Tina Morgan,tina_morgan361@gmail.com,Sales & Marketing,28,2,0,10,50.0
29950,Quincy Hill,quincy_hill346@gmail.com,Sales & Marketing,40,18,1,10,55.0
1825,David Cooper,david_cooper78@gmail.com,Legal,33,6,0,10,66.0
5272,Noah Edwards,noah_edwards514@gmail.com,Operations,24,1,1,10,73.0
49389,Tina Smith,tina_smith190@gmail.com,Legal,27,1,0,10,59.0
66875,Bob Kelly,bob_kelly163@gmail.com,Operations,30,2,0,10,
51071,Xander Martinez,xander_martinez679@gmail.com,Sales & Marketing,37,9,0,10,44.0
62499,Uma Martinez,uma_martinez958@gmail.com,Operations,33,9,0,10,58.0
4566,Bob Martinez,bob_martinez78@gmail.com,Analytics,31,2,0,10,84.0
77674,Paul White,paul_white441@gmail.com,Sales & Marketing,43,3,0,10,48.0
70679,David Brooks,david_brooks803@gmail.com,Sales & Marketing,39,10,1,10,52.0
20516,Xander Martinez,xander_martinez59@gmail.com,Sales & Marketing,24,2,1,10,81.0
45145,Paul Davis,paul_davis814@gmail.com,Procurement,41,12,0,10,71.0
45721,Frank Thompson,frank_thompson623@gmail.com,R&D,35,4,0,10,85.0
52241,Zach Martinez,zach_martinez13@gmail.com,Sales & Marketing,24,1,0,10,49.0
23337,Uma Brown,uma_brown45@gmail.com,Sales & Marketing,33,7,0,10,53.0
8386,Isabella Baker,isabella_baker271@gmail.com,Sales & Marketing,35,3,0,10,47.0
70491,Eva Smith,eva_smith94@gmail.com,Sales & Marketing,30,8,0,10,50.0
23241,Jack Davis,jack_davis227@gmail.com,Procurement,29,2,0,10,68.0
54003,Tina Lee,tina_lee450@gmail.com,Sales & Marketing,28,2,0,10,50.0
24843,Catherine Brown,catherine_brown773@gmail.com,Operations,48,15,0,10,
35222,Victor Hill,victor_hill82@gmail.com,Technology,31,3,0,10,79.0
47183,Victor Lee,victor_lee326@gmail.com,Sales & Marketing,26,3,0,10,50.0
22660,Sam Kelly,sam_kelly120@gmail.com,Sales & Marketing,24,1,0,10,47.0
11943,Mia Wilson,mia_wilson883@gmail.com,Technology,30,1,0,10,76.0
57744,Frank Morgan,frank_morgan288@gmail.com,Operations,38,2,0,10,
29142,Olivia Taylor,olivia_taylor302@gmail.com,Sales & Marketing,27,3,0,10,49.0
15620,Tina Davis,tina_davis177@gmail.com,Technology,49,24,0,10,77.0
44301,Isabella Brooks,isabella_brooks161@gmail.com,Technology,32,1,0,10,80.0
24875,Grace Moore,grace_moore73@gmail.com,Operations,26,1,0,10,65.0
61614,Bob Lee,bob_lee347@gmail.com,Sales & Marketing,35,7,0,10,48.0
73393,Zach Cooper,zach_cooper637@gmail.com,Finance,46,3,0,10,59.0
27459,Bob Brooks,bob_brooks148@gmail.com,Procurement,34,6,0,10,69.0
27533,Xander Hill,xander_hill454@gmail.com,Finance,30,3,0,10,59.0
47584,Frank Johnson,frank_johnson916@gmail.com,Procurement,53,11,0,10,67.0
75636,Uma Cooper,uma_cooper873@gmail.com,Sales & Marketing,49,17,0,10,48.0
18390,Xander Lee,xander_lee395@gmail.com,Procurement,35,5,0,10,68.0
69146,Victor Perez,victor_perez724@gmail.com,R&D,34,4,0,10,83.0
10122,Eva Davis,eva_davis528@gmail.com,Sales & Marketing,26,5,0,10,46.0
20927,Olivia Smith,olivia_smith21@gmail.com,Sales & Marketing,29,1,0,10,47.0
60018,Frank Cooper,frank_cooper467@gmail.com,Operations,37,4,0,10,58.0
68791,Noah Moore,noah_moore336@gmail.com,Analytics,25,2,0,10,80.0
25354,Sam Evans,sam_evans574@gmail.com,Sales & Marketing,47,16,1,10,48.0
3491,Sam Davis,sam_davis352@gmail.com,Analytics,28,5,0,10,85.0
74687,Olivia Brown,olivia_brown949@gmail.com,Sales & Marketing,32,10,0,10,48.0
50049,Catherine Cooper,catherine_cooper951@gmail.com,Procurement,34,4,0,10,71.0
30088,Xander Taylor,xander_taylor324@gmail.com,Operations,36,3,0,10,59.0
45140,Yvonne Thompson,yvonne_thompson490@gmail.com,Legal,32,6,0,10,59.0
35436,Victor Phillips,victor_phillips48@gmail.com,Procurement,32,5,0,10,72.0
72109,Isabella Thompson,isabella_thompson189@gmail.com,Sales & Marketing,29,3,0,10,52.0
24397,Wendy Perez,wendy_perez67@gmail.com,Operations,32,4,1,10,57.0
44154,Karen Walker,karen_walker685@gmail.com,Sales & Marketing,27,2,0,10,52.0
60571,Harry Walker,harry_walker523@gmail.com,Sales & Marketing,34,4,0,10,51.0
59722,Wendy Moore,wendy_moore868@gmail.com,Sales & Marketing,36,8,0,10,48.0
27505,Isabella White,isabella_white485@gmail.com,Operations,26,2,0,10,59.0
9072,Zach Morgan,zach_morgan488@gmail.com,Sales & Marketing,33,3,1,10,94.0
14939,Tina Martinez,tina_martinez819@gmail.com,Sales & Marketing,47,3,0,10,
13888,Grace Baker,grace_baker116@gmail.com,Sales & Marketing,42,2,0,10,48.0
44589,Eva Davis,eva_davis810@gmail.com,Sales & Marketing,38,8,0,10,54.0
15024,Rachel Wood,rachel_wood558@gmail.com,Technology,32,8,1,10,93.0
57609,Alice Evans,alice_evans349@gmail.com,Procurement,44,16,0,10,70.0
8470,Yvonne Moore,yvonne_moore929@gmail.com,Sales & Marketing,33,5,0,10,46.0
47152,Bob Green,bob_green959@gmail.com,Sales & Marketing,27,3,0,10,55.0
43153,Noah Evans,noah_evans925@gmail.com,Technology,50,14,0,10,85.0
4464,Grace Harris,grace_harris300@gmail.com,Procurement,29,4,0,10,71.0
17190,Zach Johnson,zach_johnson835@gmail.com,Procurement,29,4,1,10,84.0
109,Bob Perez,bob_perez508@gmail.com,Technology,28,2,0,10,79.0
48753,Noah Lee,noah_lee991@gmail.com,Analytics,44,7,0,10,84.0
17602,Yvonne Taylor,yvonne_taylor31@gmail.com,Operations,32,2,0,10,
71562,Eva Harris,eva_harris905@gmail.com,Analytics,30,6,0,10,83.0
70593,Xander Johnson,xander_johnson813@gmail.com,Operations,37,4,0,10,59.0
